City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,nar'yan-mar,67.6713,53.087,7.44,81,100,6.71,RU,1725294888
288,dryden,49.7833,-92.7503,19.16,55,0,6.69,CA,1725294889
289,marquette,46.5333,-87.6335,20.38,47,7,3.13,US,1725294890
290,holualoa,19.6228,-155.9522,22.15,89,13,1.86,US,1725294625
291,xiaolingwei,32.0333,118.85,24.88,78,100,3.53,CN,1725294892
292,talnakh,69.4865,88.3972,9.37,84,100,1.29,RU,1725294893
293,sitka,57.0531,-135.33,12.94,88,100,0.0,US,1725294894
294,yamada,39.4667,141.95,20.4,93,100,1.12,JP,1725294895
295,taft,31.7471,54.2088,27.97,9,0,2.06,IR,1725294896
296,zunyi,27.6867,106.9072,23.13,81,6,0.5,CN,1725294897
297,port blair,11.6667,92.75,27.02,94,75,1.03,IN,1725294899
298,samoylovka,51.184,43.7081,21.76,24,85,3.87,RU,1725294900
299,northam,51.0333,-4.2167,18.12,92,99,6.52,GB,1725294901
300,tolanaro,-25.0319,46.9987,21.04,88,75,5.14,MG,1725294903
301,kangding,30.0513,101.9603,15.8,95,91,0.65,CN,1725294904
302,les anglais,18.3054,-74.2197,29.03,74,13,4.37,HT,1725294905
303,shimoda,34.6667,138.95,25.3,93,97,3.29,JP,1725294906
304,sandnessjoen,66.0217,12.6316,20.06,45,0,2.57,NO,1725294629
305,mersa matruh,31.3525,27.2453,29.11,65,0,6.69,EG,1725294909
306,luderitz,-26.6481,15.1594,22.29,39,1,0.98,NA,1725294619
307,acarau,-2.8856,-40.12,31.16,49,36,7.14,BR,1725294912
308,fuglafjordur,62.244,-6.814,11.99,93,100,4.65,FO,1725294913
309,salem,11.65,78.1667,24.17,92,85,2.15,IN,1725294640
310,kapa'a,22.0752,-159.319,26.18,86,0,5.14,US,1725294915
311,nemuro,43.3236,145.575,17.96,96,100,3.21,JP,1725294916
312,puerto lempira,15.2667,-83.7667,31.08,66,40,0.0,HN,1725294704
313,kaa-khem,51.6833,94.7333,12.15,60,100,4.42,RU,1725294919
314,geidam,12.897,11.9304,23.1,92,100,4.98,NG,1725294920
315,happy valley-goose bay,53.3168,-60.3315,17.17,55,75,4.63,CA,1725294921
316,kailua-kona,19.6406,-155.9956,24.77,89,17,2.1,US,1725294922
317,cavelossim,15.1726,73.9419,26.99,86,93,2.1,IN,1725294923
318,fort bragg,35.139,-79.006,27.91,79,75,3.6,US,1725294924
319,aquidauana,-20.4711,-55.7872,39.12,15,15,1.17,BR,1725294925
320,miles city,46.4083,-105.8406,21.54,52,0,2.57,US,1725294926
321,khamis mushait,18.3064,42.7292,23.34,56,40,6.17,SA,1725294927
322,jiangyou,31.7667,104.7167,24.66,87,92,1.77,CN,1725294928
323,lan sak,15.4529,99.5761,26.43,85,100,1.19,TH,1725294930
324,lu-uk,5.9684,121.3122,26.6,89,98,2.34,PH,1725294931
325,tambopata,-12.7333,-69.1833,28.94,48,0,2.57,PE,1725294932
326,puerto ayacucho,5.6639,-67.6236,25.9,83,98,1.76,VE,1725294933
327,borzya,50.3833,116.5167,13.8,66,0,3.42,RU,1725294934
328,brookings,44.3114,-96.7984,20.25,61,0,7.2,US,1725294935
329,vila velha,-20.3297,-40.2925,34.97,41,0,5.14,BR,1725294934
330,cabo san lucas,22.8909,-109.9124,33.06,53,0,1.79,MX,1725294875
331,weyburn,49.6668,-103.8511,20.12,52,6,5.66,CA,1725294938
332,beloha,-25.1667,45.05,18.48,81,83,5.0,MG,1725294939
333,qarazhal,48.0078,70.7903,12.25,41,23,0.24,KZ,1725294940
334,sangkhla buri,15.1555,98.4536,23.04,100,100,0.71,TH,1725294942
335,barra,-11.0894,-43.1417,29.8,31,53,3.52,BR,1725294943
336,mount pearl,47.5166,-52.7813,24.19,86,75,4.63,CA,1725294944
337,weno,7.4515,151.8468,27.97,78,100,2.06,FM,1725294945
338,quelimane,-17.8786,36.8883,23.97,73,20,3.6,MZ,1725294946
339,chipinge,-20.1883,32.6236,14.3,45,0,1.91,ZW,1725294673
340,rio grande,-32.035,-52.0986,16.61,74,76,1.52,BR,1725294949
341,iskateley,67.6803,53.1512,7.36,81,100,6.66,RU,1725294950
342,tarariras,-34.2833,-57.6167,14.51,58,16,6.93,UY,1725294952
343,figuig (centre),32.1089,-1.2286,30.62,28,52,7.65,MA,1725294953
344,muynoq,43.7683,59.0214,19.56,44,0,8.44,UZ,1725294954
345,jiexiu,37.0244,111.9125,20.4,80,75,1.2,CN,1725294955
346,college,64.8569,-147.8028,7.32,88,75,1.54,US,1725294956
347,bhamo,24.2667,97.2333,24.88,88,84,0.3,MM,1725294957
348,qarauyl,48.9451,79.255,8.92,60,37,5.75,KZ,1725294958
349,kristiansund,63.1115,7.732,18.36,55,0,2.06,NO,1725294959
350,greenville,35.6127,-77.3663,27.01,97,100,4.12,US,1725294960
351,nizhnevartovsk,60.9344,76.5531,10.01,93,40,2.0,RU,1725294961
352,east london,-33.0153,27.9116,18.52,72,0,7.72,ZA,1725294943
353,rongelap,11.1635,166.8941,27.86,78,21,2.37,MH,1725294964
354,noosa heads,-26.3833,153.15,19.58,45,0,4.12,AU,1725294965
355,belo sur tsiribihina,-19.7,44.55,23.9,70,29,4.52,MG,1725294966
356,mariakani,-3.8633,39.4736,23.05,86,34,4.08,KE,1725294967
357,mata-utu,-13.2816,-176.1745,26.16,75,60,9.52,WF,1725294838
358,koprivnica,46.1628,16.8275,29.65,24,21,2.05,HR,1725294969
359,lewistown,40.5992,-77.5714,20.67,52,20,5.14,US,1725294970
360,taungdwingyi,20.0167,95.55,26.0,88,99,2.45,MM,1725294972
361,khovd,48.0056,91.6419,13.54,32,34,4.1,MN,1725294973
362,al kharijah,25.4514,30.5464,37.97,19,2,4.92,EG,1725294974
363,castillos,-34.1667,-53.8333,17.11,74,100,1.35,UY,1725294975
364,manakara,-22.1333,48.0167,20.02,85,26,1.81,MG,1725294976
365,zaragoza,41.6561,-0.8773,30.01,45,20,5.66,ES,1725294906
366,paradip garh,20.3167,86.6167,27.55,87,67,3.16,IN,1725294978
367,tomatlan,19.9333,-105.25,31.06,64,94,1.41,MX,1725294979
368,lhasa,29.65,91.1,17.64,51,95,2.93,CN,1725294803
369,mermoz boabab,14.7065,-17.4758,30.88,66,20,3.09,SN,1725294982
370,saint-georges,12.0564,-61.7485,29.82,79,20,5.14,GD,1725294983
371,concepcion del oro,24.6333,-101.4167,17.74,62,78,0.25,MX,1725294984
372,kirkwood,38.5834,-90.4068,24.27,57,20,3.09,US,1725294985
373,vila franca do campo,37.7167,-25.4333,24.23,58,74,4.52,PT,1725294986
374,bathsheba,13.2167,-59.5167,30.34,79,40,6.17,BB,1725294987
375,opuwo,-18.0607,13.84,24.78,8,2,4.71,NA,1725294988
376,mount isa,-20.7333,139.5,25.87,19,0,7.72,AU,1725294990
377,revda,56.801,59.9303,14.48,78,81,4.97,RU,1725294991
378,afua,-0.1567,-50.3867,34.41,43,45,2.51,BR,1725294992
379,kilimatinde,-5.85,34.95,25.1,36,6,3.49,TZ,1725294993
380,lycksele,64.5954,18.6735,14.93,82,75,2.57,SE,1725294994
381,bamboo flat,11.7,92.7167,27.05,94,75,1.03,IN,1725294995
382,eraan,9.0629,117.7016,25.62,89,100,3.76,PH,1725294996
383,grand rapids,42.9634,-85.6681,22.31,54,20,2.57,US,1725294909
384,usinsk,65.9939,57.5281,8.41,82,100,7.46,RU,1725294998
385,mkushi,-13.6202,29.3939,16.97,24,0,2.1,ZM,1725294999
386,yujing,23.1249,120.4614,27.9,78,100,1.08,TW,1725295001
387,prado,-17.3411,-39.2208,26.46,60,22,7.33,BR,1725295002
388,umba,66.6871,34.3429,11.53,81,18,1.07,RU,1725295003
389,kununurra,-15.7667,128.7333,21.99,68,15,0.0,AU,1725295004
390,anadyr,64.75,177.4833,10.28,81,20,6.0,RU,1725295005
391,antsiranana,-12.2787,49.2917,23.5,75,20,5.96,MG,1725295006
392,mirnyy,62.5353,113.9611,10.18,96,100,2.48,RU,1725295007
393,ketchikan,55.3422,-131.6461,12.65,93,100,0.0,US,1725295010
394,janeng,-25.4167,25.55,19.87,24,0,4.05,BW,1725295011
395,antofagasta,-23.65,-70.4,14.6,76,30,3.42,CL,1725294887
396,guerrero negro,27.9769,-114.0611,23.03,70,7,6.19,MX,1725295013
397,brindisi,40.5833,17.6667,31.55,38,100,2.01,IT,1725295014
398,cafayate,-26.073,-65.9761,27.3,8,0,2.17,AR,1725295015
399,luanda,-8.8368,13.2343,24.0,64,0,4.12,AO,1725295016
400,westport,41.1415,-73.3579,25.71,60,20,4.63,US,1725294961
401,alofi,-19.0595,-169.9187,19.94,94,17,2.06,NU,1725295018
402,alenquer,-1.9417,-54.7383,37.5,30,48,1.89,BR,1725295019
403,harstad,68.799,16.5293,17.56,63,13,7.6,NO,1725295021
404,laojunmiao,39.8333,97.7333,18.74,68,51,4.59,CN,1725295022
405,tazacorte,28.629,-17.9293,26.19,69,20,6.17,ES,1725295023
406,qalat,32.1058,66.9083,27.56,13,0,5.1,AF,1725295024
407,grand gaube,-20.0064,57.6608,22.43,77,9,2.24,MU,1725295025
408,geraldton,-28.7667,114.6,13.23,94,0,3.6,AU,1725295026
409,broome,42.2506,-75.833,19.83,59,21,2.68,US,1725295028
410,ciudad acuna,29.3232,-100.9522,25.32,94,100,2.06,MX,1725295029
411,gatesville,31.4352,-97.7439,27.18,83,75,4.12,US,1725295032
412,telc,49.1842,15.4528,28.64,65,74,0.74,CZ,1725295033
413,port augusta,-32.5,137.7667,6.57,80,0,2.16,AU,1725295034
414,serafimovskiy,54.4241,53.7964,12.5,58,0,1.16,RU,1725295035
415,menominee,45.1078,-87.6143,20.04,60,0,4.12,US,1725295036
416,razdol'noye,45.7708,33.4878,23.11,83,28,4.2,UA,1725295037
417,santa ana,33.7456,-117.8678,26.13,76,40,0.45,US,1725295038
418,rauna,57.3322,25.6067,17.89,84,40,2.31,LV,1725295040
419,murun-kuren,49.6342,100.1625,11.76,33,0,1.59,MN,1725295041
420,newtown,-33.8984,151.1775,13.21,40,1,10.29,AU,1725295042
421,funafuti,-8.5243,179.1942,27.8,78,18,9.51,TV,1725294835
422,haiku-pauwela,20.9219,-156.3051,24.03,82,0,5.66,US,1725295044
423,mega,4.05,38.3,17.16,63,69,4.88,ET,1725295045
424,kurumkan,54.3,110.3,14.18,90,100,2.31,RU,1725295046
425,tchollire,8.4022,14.1698,24.2,88,99,1.53,CM,1725295047
426,puerto gaitan,4.3133,-72.0816,27.36,72,71,2.74,CO,1725295048
427,ko pha ngan,9.7578,100.0291,24.61,80,100,9.21,TH,1725295049
428,fort-shevchenko,44.5086,50.263,27.61,22,1,9.74,KZ,1725295050
429,al ghayzah,16.2079,52.176,26.54,78,64,7.55,YE,1725295051
430,iaciara,-14.0958,-46.6317,36.91,11,18,0.46,BR,1725295053
431,tofol,5.3248,163.0078,28.49,72,92,3.31,FM,1725295054
432,kone,-21.0595,164.8658,17.71,91,2,1.89,NC,1725295055
433,utrik,11.2278,169.8474,28.07,78,9,2.24,MH,1725295057
434,inarajan village,13.2736,144.7484,28.0,92,100,5.02,GU,1725295058
435,baruun-urt,46.6806,113.2792,13.45,45,3,3.43,MN,1725295060
436,vilyuysk,63.7553,121.6247,10.16,68,100,2.83,RU,1725294794
437,sao paulo de olivenca,-3.3783,-68.8725,39.09,18,47,1.88,BR,1725295062
438,gazi,35.3253,25.0669,27.89,70,20,2.57,GR,1725295063
439,amahai,-3.3333,128.9167,24.7,90,89,0.76,ID,1725295064
440,pedernales,18.0384,-71.744,31.44,61,3,4.24,DO,1725295065
441,kingston,17.997,-76.7936,31.76,70,20,6.69,JM,1725294842
442,keflavik,64.0049,-22.5624,10.24,76,100,1.03,IS,1725295067
443,mount gambier,-37.8333,140.7667,7.48,81,4,2.46,AU,1725295068
444,torbat-e heydariyeh,35.274,59.2195,18.78,19,0,7.26,IR,1725295069
445,shihezi,44.3,86.0333,14.91,50,100,2.07,CN,1725295070
446,aur,8.1499,171.1687,28.29,78,14,3.56,MH,1725295071
447,richards bay,-28.783,32.0377,19.94,81,61,1.59,ZA,1725295073
448,kramfors,62.9316,17.7765,13.89,88,75,3.6,SE,1725295074
449,sisimiut,66.9395,-53.6735,6.86,53,35,2.4,GL,1725295075
450,indramayu,-6.3264,108.32,26.43,70,100,4.43,ID,1725295076
451,chonchi,-42.6128,-73.8092,8.95,74,79,3.71,CL,1725295077
452,arys,42.4252,68.795,19.53,19,0,9.88,KZ,1725295078
453,amga,60.8953,131.9608,7.7,90,100,2.44,RU,1725295079
454,namibe,-15.1961,12.1522,19.31,86,27,3.81,AO,1725295080
455,puerto baquerizo moreno,-0.9,-89.6,24.55,88,40,4.63,EC,1725294803
456,coruripe,-10.1256,-36.1756,26.46,55,42,5.38,BR,1725295072
457,morales,2.757,-76.6172,30.42,21,6,1.2,CO,1725295084
458,ghat,24.9647,10.1728,37.35,16,51,5.71,LY,1725295085
459,prince rupert,54.3161,-130.3201,11.83,100,100,1.54,CA,1725295086
460,vorsma,55.9856,43.2717,18.05,55,0,1.25,RU,1725295088
461,praia da vitoria,38.7333,-27.0667,26.14,53,20,5.99,PT,1725295089
462,mkokotoni,-5.8767,39.2547,24.1,73,5,5.08,TZ,1725295091
463,egilsstadir,65.2653,-14.3948,11.95,82,100,1.54,IS,1725295093
464,coron,11.9986,120.2043,25.59,94,100,4.58,PH,1725295094
465,kill devil hills,36.0307,-75.676,26.1,83,40,1.54,US,1725294968
466,seosan,36.7817,126.4522,22.18,90,44,3.15,KR,1725295096
467,lebowakgomo,-24.2,29.5,18.25,36,0,3.88,ZA,1725295098
468,zaozersk,69.4005,32.4476,13.9,81,91,1.19,RU,1725295062
469,lysianka,49.2523,30.8295,25.45,32,48,3.58,UA,1725295101
470,ashchysay,43.5542,68.8889,11.71,29,0,11.26,KZ,1725295102
471,nagqu,31.5,92.0,4.94,94,100,1.04,CN,1725295103
472,zhezqazghan,47.7833,67.7667,16.2,32,0,1.9,KZ,1725295104
473,la'ie,21.6477,-157.9253,26.66,83,28,1.34,US,1725295105
474,salinopolis,-0.6136,-47.3561,29.58,68,44,6.48,BR,1725295106
475,leava,-14.3,-178.1667,25.83,73,10,9.56,WF,1725295107
476,andkhoy,36.9529,65.1238,24.32,13,0,4.88,AF,1725295108
477,hawkesbury,45.6001,-74.616,13.2,63,47,4.65,CA,1725295109
478,hadibu,12.65,54.0333,26.26,77,97,7.33,YE,1725295111
479,cromer,52.9312,1.2989,23.16,73,96,4.47,GB,1725295112
480,marang,5.2056,103.2059,26.95,86,98,1.02,MY,1725295113
481,thunder bay,48.4001,-89.3168,19.99,56,20,4.63,CA,1725294983
482,buk,52.3553,16.5196,26.03,56,40,2.69,PL,1725295115
483,akureyri,65.6835,-18.0878,13.96,62,40,5.66,IS,1725295116
484,benguela,-12.5763,13.4055,22.04,83,14,2.66,AO,1725295117
485,polyarnyy,69.1989,33.4478,13.54,81,72,0.97,RU,1725295118
486,panino,51.6467,40.1346,22.78,25,90,4.84,RU,1725295119
487,patnongon,10.9132,121.9937,25.55,89,100,2.19,PH,1725295121
488,bintulu,3.1667,113.0333,26.23,94,20,0.0,MY,1725295122
489,xinpu,34.5997,119.1594,20.92,85,30,3.48,CN,1725295123
490,commentry,46.2921,2.7416,27.04,53,53,3.12,FR,1725295124
491,mariental,-24.6333,17.9667,25.41,13,0,5.44,NA,1725295125
492,magaria,12.9983,8.9099,28.99,58,98,6.22,NE,1725295126
493,garissa,-0.4536,39.6401,28.81,45,99,9.27,KE,1725295127
494,ouadda,8.0777,22.4007,21.37,92,60,0.29,CF,1725295128
495,general conesa,-40.1,-64.4333,18.6,18,66,13.5,AR,1725295129
496,quellon,-43.1167,-73.6167,8.8,70,66,5.62,CL,1725295130
497,betio village,1.358,172.9211,28.02,74,99,7.3,KI,1725295131
498,suva,-18.1416,178.4415,22.71,83,40,2.06,FJ,1725295061
499,hirara,24.8,125.2833,27.92,94,40,2.06,JP,1725295134
500,tobelo,1.7284,128.0095,26.68,84,87,3.91,ID,1725295135
501,cidreira,-30.1811,-50.2056,18.38,63,56,3.37,BR,1725295136
502,belfast,54.5833,-5.9333,14.1,84,100,4.63,GB,1725294921
503,dolores,-36.3132,-57.6792,17.68,62,100,4.99,AR,1725294888
504,aripuana,-9.1667,-60.6333,39.86,14,1,1.46,BR,1725295139
505,lhokseumawe,5.1801,97.1507,27.01,81,100,0.92,ID,1725295140
506,san andres,12.5847,-81.7006,31.01,74,40,4.63,CO,1725295049
507,port-vila,-17.7338,168.3219,22.59,69,45,5.36,VU,1725295142
508,merritt,50.1123,-120.7942,24.1,42,99,0.53,CA,1725295144
509,kendari,-3.945,122.4989,23.18,96,21,0.4,ID,1725295145
510,andergrove,-21.0833,149.1833,18.85,90,0,2.64,AU,1725295146
511,hami,42.8,93.45,28.96,20,88,4.68,CN,1725295147
512,kamenolomni,47.6685,40.2051,29.15,25,99,9.05,RU,1725295148
513,nyeri,-0.4201,36.9476,15.84,79,100,2.52,KE,1725295149
514,bridlington,54.0831,-0.1919,20.96,86,100,2.24,GB,1725295150
515,posto fiscal rolim de moura,-13.0833,-62.2667,38.94,15,17,1.99,BR,1725295151
516,tual,-5.6667,132.75,26.22,81,99,7.81,ID,1725295152
517,puerto madryn,-42.7692,-65.0385,13.43,46,24,11.79,AR,1725295142
518,huanuni,-18.2667,-66.85,8.27,56,77,4.94,BO,1725295155
519,kirensk,57.7853,108.1119,8.33,80,100,1.65,RU,1725295156
520,praia,14.9215,-23.5087,30.3,58,40,7.72,CV,1725295157
521,beykonak,36.3257,30.303,26.42,71,8,1.97,TR,1725295158
522,san luis rio colorado,32.4631,-114.7767,37.1,21,0,2.76,MX,1725295160
523,sur,22.5667,59.5289,27.65,82,3,2.18,OM,1725295161
524,huarmey,-10.0681,-78.1522,19.97,71,51,4.85,PE,1725294999
525,tocoa,15.6833,-86.0,31.79,39,7,1.45,HN,1725294977
526,al mijlad,11.0333,27.7333,26.58,65,27,4.25,SD,1725295165
527,selfoss,63.9331,-20.9971,10.58,94,100,1.42,IS,1725295166
528,ashtabula,41.7001,-80.7665,19.68,61,100,4.12,US,1725295167
529,kaspiyskiy,45.3929,47.3707,24.46,63,20,10.91,RU,1725295168
530,dong ha,16.8163,107.1003,25.5,91,65,1.29,VN,1725295169
531,grand falls-windsor,48.9332,-55.6649,24.72,68,92,1.79,CA,1725295170
532,sarangani,5.4033,125.4636,28.99,80,100,3.73,PH,1725295171
533,camana,-16.6228,-72.7111,16.97,75,53,4.08,PE,1725295172
534,swift current,50.2834,-107.8014,24.45,35,0,4.63,CA,1725295174
535,karamay,45.6004,84.8661,16.96,30,100,7.23,CN,1725295175
536,cestos city,5.46,-9.5828,25.6,80,87,4.09,LR,1725295177
537,nova sintra,14.8667,-24.7167,26.01,81,79,7.9,CV,1725295178
538,miri,4.4148,114.0089,26.08,94,20,0.0,MY,1725295179
539,qina,26.1642,32.7267,38.78,18,2,6.27,EG,1725295180
540,neiafu,-18.65,-173.9833,21.38,83,20,3.6,TO,1725295181
541,chincha alta,-13.4099,-76.1323,19.07,69,85,3.55,PE,1725295182
542,debre werk',10.6667,38.1667,12.93,88,98,1.16,ET,1725295183
543,dalandzadgad,43.5708,104.425,21.81,37,2,1.92,MN,1725295184
544,bettiah,26.8,84.5,29.19,72,78,3.1,IN,1725295185
545,kingsbridge,50.2845,-3.7764,19.97,94,100,3.77,GB,1725295187
546,kruisfontein,-34.0033,24.7314,16.86,73,10,3.4,ZA,1725295188
547,pacocha,-17.5833,-71.3333,16.08,77,75,2.06,PE,1725295189
548,tando muhammad khan,25.123,68.5358,29.52,67,90,5.5,PK,1725295190
549,ingeniero guillermo n. juarez,-23.9,-61.85,31.12,21,0,6.02,AR,1725295191
550,mezhdurechenskiy,59.6,65.9333,10.98,84,68,2.93,RU,1725295192
551,urangan,-25.3,152.9,20.01,73,0,3.64,AU,1725295193
552,opole,50.5,18.0,28.91,42,64,2.12,PL,1725295194
553,lemvig,56.5486,8.3102,17.82,68,100,5.18,DK,1725295196
554,ust-tsilma,65.441,52.1498,9.9,76,100,3.55,RU,1725295197
555,road town,18.4167,-64.6167,31.02,79,40,7.72,VG,1725295064
556,nogliki,51.8333,143.1667,10.09,87,5,4.43,RU,1725295199
557,takoradi,4.8845,-1.7554,25.05,78,92,5.23,GH,1725295200
558,kasongo-lunda,-6.4667,16.8167,26.83,63,93,1.43,CD,1725295201
559,grand baie,-20.0182,57.5802,22.47,76,9,2.24,MU,1725295202
560,tai'an,36.1853,117.12,18.23,75,22,1.62,CN,1725295094
561,le vauclin,14.5452,-60.8388,27.03,89,75,6.17,MQ,1725295204
562,ebon,4.582,168.6964,28.79,73,100,4.85,MH,1725295205
563,santana,-0.0583,-51.1817,33.1,62,20,4.63,BR,1725295186
564,novovorontsovka,47.5004,33.9175,24.99,64,88,7.39,UA,1725295207
565,shingu,33.7333,135.9833,24.63,91,49,1.62,JP,1725295209
566,ambodifotatra,-16.9833,49.85,23.17,76,13,3.97,MG,1725295210
567,chinde,26.8212,87.7095,25.08,88,65,1.65,NP,1725295211
568,tashtyp,52.7939,89.8983,7.25,94,100,4.07,RU,1725295212
569,martin,27.0837,-80.4164,29.99,80,59,0.45,US,1725295213
570,potosi,-19.5836,-65.7531,13.48,41,40,2.57,BO,1725295214
571,isangel,-19.55,169.2667,21.36,78,17,2.9,VU,1725295215
572,sinop,41.7711,34.8709,19.43,90,84,1.05,TR,1725295216
573,touros,-5.1989,-35.4608,27.51,54,100,8.7,BR,1725295217
574,thatta,24.7475,67.9235,28.58,71,70,5.15,PK,1725295219
575,saint-philippe,-21.3585,55.7679,20.97,82,46,5.01,RE,1725295220
576,bonthe,7.5264,-12.505,25.48,82,100,5.21,SL,1725295221
